Royal Dhaba,Retail Space,3769,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,Visionary Innovator,HORECA,royaldhaba926@business.com
Chai Bistro,Commercial Shop,3553,"Connaught Place, New Delhi, Delhi 110001",0,Opportunity Hunter,HORECA,chaibistro2232@business.com
Kolkata Dhaba,Food Court Stall,3325,"Ring Road, Surat, Gujarat 395002",0,"Resilient Builder, Opportunity Hunter",HORECA,kolkatadhaba7258@business.com
Royal Adda,Standalone Building,2266,"Brigade Road, Bengaluru, Karnataka 560001",1142890,Opportunity Hunter,HORECA,royaladda4953@business.com
Heritage House,Commercial Shop,3873,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",11926488,Visionary Innovator,HORECA,heritagehouse1096@business.com
Bombay Street,Mall Kiosk,1194,"MI Road, Jaipur, Rajasthan 302001",4570563,Opportunity Hunter,HORECA,bombaystreet6111@business.com
Elite Dhaba,Restaurant Space,3567,"SG Highway, Ahmedabad, Gujarat 380015",19050891,"Resilient Builder, Strategic Planner, Adaptive Problem Solver",HORECA,elitedhaba4076@business.com
Urban Corner,Commercial Shop,1139,"Park Street, Kolkata, West Bengal 700016",15138147,Execution Specialist,HORECA,urbancorner5486@business.com
Kolkata Cafe,Retail Space,2819,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",789838,"Resilient Builder, Adaptive Problem Solver",HORECA,kolkatacafe2147@business.com
Velvet Corner,Mall Kiosk,1184,"Connaught Place, New Delhi, Delhi 110001",0,"Opportunity Hunter, Resilient Builder, Visionary Innovator",HORECA,velvetcorner9633@business.com
Chai Kitchen,Commercial Shop,1494,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",19356075,Confident Leader,HORECA,chaikitchen3865@business.com
Bombay Street,Retail Space,3377,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",11028623,Adaptive Problem Solver,HORECA,bombaystreet415@business.com
Heritage Kitchen,Mall Kiosk,395,"Connaught Place, New Delhi, Delhi 110001",0,"Persuasive Networker, Visionary Innovator",HORECA,heritagekitchen2165@business.com
Kolkata Kitchen,Mall Kiosk,2237,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",2910454,"Opportunity Hunter, Resilient Builder",HORECA,kolkatakitchen5509@business.com
Masala Bistro,Mall Kiosk,379,"Brigade Road, Bengaluru, Karnataka 560001",0,"Persuasive Networker, Resilient Builder, Strategic Planner",HORECA,masalabistro8752@business.com
Urban Street,Retail Space,577,"FC Road, Shivajinagar, Pune, Maharashtra 411005",14992827,Adaptive Problem Solver,HORECA,urbanstreet9857@business.com
Masala Street,Retail Space,3550,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,Confident Leader,HORECA,masalastreet2772@business.com
Delhi Street,Restaurant Space,1597,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",946349,Confident Leader,HORECA,delhistreet8918@business.com
Kolkata Adda,Standalone Building,2788,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,"Persuasive Networker, Visionary Innovator",HORECA,kolkataadda8763@business.com
Delhi Bistro,Mall Kiosk,845,"MG Road, Kochi, Kerala 682016",7890265,Resilient Builder,HORECA,delhibistro3855@business.com
Hyderabadi Kitchen,Food Court Stall,2470,"Park Street, Kolkata, West Bengal 700016",2851001,Strategic Planner,HORECA,hyderabadikitchen2829@business.com
Spice Dhaba,Food Court Stall,2575,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",10217441,"Adaptive Problem Solver, Resilient Builder, Strategic Planner",HORECA,spicedhaba6277@business.com
Bombay Corner,Mall Kiosk,2847,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",942483,"Persuasive Networker, Confident Leader",HORECA,bombaycorner2562@business.com
Desi Street,Retail Space,1771,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Persuasive Networker, Visionary Innovator, Adaptive Problem Solver",HORECA,desistreet7697@business.com
Chai Kitchen,Commercial Shop,1109,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Opportunity Hunter, Persuasive Networker",HORECA,chaikitchen8947@business.com
Bombay Street,Standalone Building,1417,"Connaught Place, New Delhi, Delhi 110001",8801341,Adaptive Problem Solver,HORECA,bombaystreet4969@business.com
Chai Kitchen,Standalone Building,2210,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",2755254,"Opportunity Hunter, Persuasive Networker, Execution Specialist",HORECA,chaikitchen3649@business.com
Spice House,Standalone Building,2589,"Park Street, Kolkata, West Bengal 700016",0,"Confident Leader, Persuasive Networker",HORECA,spicehouse4291@business.com
Golden House,Retail Space,3225,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",19173569,Execution Specialist,HORECA,goldenhouse7163@business.com
Imperial Cafe,Standalone Building,1339,"MG Road, Kochi, Kerala 682016",0,"Persuasive Networker, Visionary Innovator, Adaptive Problem Solver",HORECA,imperialcafe898@business.com
Tandoor Adda,Restaurant Space,1721,"Park Street, Kolkata, West Bengal 700016",16412089,"Visionary Innovator, Persuasive Networker, Strategic Planner",HORECA,tandooradda1108@business.com
Punjab Street,Standalone Building,887,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",13022465,Persuasive Networker,HORECA,punjabstreet7719@business.com
Urban Dhaba,Standalone Building,2907,"MI Road, Jaipur, Rajasthan 302001",0,"Opportunity Hunter, Strategic Planner, Persuasive Networker",HORECA,urbandhaba8824@business.com
Desi Corner,Commercial Shop,3659,"MI Road, Jaipur, Rajasthan 302001",0,"Resilient Builder, Execution Specialist",HORECA,desicorner105@business.com
Spice Corner,Restaurant Space,1810,"Brigade Road, Bengaluru, Karnataka 560001",1449569,Visionary Innovator,HORECA,spicecorner6084@business.com
Delhi Kitchen,Mall Kiosk,3683,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,"Resilient Builder, Adaptive Problem Solver",HORECA,delhikitchen8412@business.com
Madras House,Standalone Building,1644,"Ring Road, Surat, Gujarat 395002",0,Confident Leader,HORECA,madrashouse7759@business.com
Masala Street,Standalone Building,1819,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",4897478,Resilient Builder,HORECA,masalastreet2164@business.com
Royal Corner,Retail Space,878,"MI Road, Jaipur, Rajasthan 302001",551634,"Resilient Builder, Confident Leader",HORECA,royalcorner306@business.com
Urban Cafe,Food Court Stall,620,"FC Road, Shivajinagar, Pune, Maharashtra 411005",6480544,"Execution Specialist, Opportunity Hunter",HORECA,urbancafe4777@business.com
Biryani Corner,Standalone Building,1452,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",4137580,"Adaptive Problem Solver, Strategic Planner",HORECA,biryanicorner5713@business.com
Elite Kitchen,Food Court Stall,1480,"SG Highway, Ahmedabad, Gujarat 380015",0,"Confident Leader, Strategic Planner",HORECA,elitekitchen9156@business.com
Royal Kitchen,Restaurant Space,1408,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",6168942,"Resilient Builder, Strategic Planner",HORECA,royalkitchen4207@business.com
Golden Corner,Mall Kiosk,578,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",3164020,Persuasive Networker,HORECA,goldencorner3515@business.com
Spice Cafe,Commercial Shop,1263,"Park Street, Kolkata, West Bengal 700016",10354920,"Confident Leader, Strategic Planner, Execution Specialist",HORECA,spicecafe5156@business.com
Hyderabadi Corner,Retail Space,3264,"Brigade Road, Bengaluru, Karnataka 560001",0,Strategic Planner,HORECA,hyderabadicorner8483@business.com
Bombay Cafe,Mall Kiosk,1827,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Persuasive Networker, Opportunity Hunter",HORECA,bombaycafe3065@business.com
Bombay Cafe,Retail Space,485,"Sector 17 Plaza, Chandigarh 160017",4141795,"Opportunity Hunter, Persuasive Networker, Adaptive Problem Solver",HORECA,bombaycafe2236@business.com
Urban Adda,Retail Space,1826,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Resilient Builder, Execution Specialist",HORECA,urbanadda1765@business.com
Bombay Bistro,Mall Kiosk,2402,"Park Street, Kolkata, West Bengal 700016",4081673,"Resilient Builder, Opportunity Hunter",HORECA,bombaybistro1519@business.com
Madras Kitchen,Retail Space,2199,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Opportunity Hunter, Visionary Innovator",HORECA,madraskitchen1053@business.com
Delhi Bistro,Standalone Building,3028,"Brigade Road, Bengaluru, Karnataka 560001",12785618,"Adaptive Problem Solver, Resilient Builder, Opportunity Hunter",HORECA,delhibistro6815@business.com
Velvet Adda,Retail Space,1067,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",19747052,"Confident Leader, Resilient Builder",HORECA,velvetadda2289@business.com
Madras Bistro,Standalone Building,891,"SG Highway, Ahmedabad, Gujarat 380015",2907339,"Persuasive Networker, Adaptive Problem Solver",HORECA,madrasbistro8227@business.com
Golden Dhaba,Restaurant Space,1744,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Execution Specialist, Confident Leader, Persuasive Networker",HORECA,goldendhaba6680@business.com
Elite House,Standalone Building,1057,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",7608159,Confident Leader,HORECA,elitehouse4432@business.com
Delhi Street,Restaurant Space,3044,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Opportunity Hunter, Strategic Planner, Visionary Innovator",HORECA,delhistreet5522@business.com
Royal Bistro,Retail Space,3166,"Connaught Place, New Delhi, Delhi 110001",9184992,Visionary Innovator,HORECA,royalbistro7386@business.com
Heritage Cafe,Mall Kiosk,319,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",2517631,"Strategic Planner, Confident Leader, Opportunity Hunter",HORECA,heritagecafe4404@business.com
Hyderabadi Bistro,Standalone Building,1500,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Visionary Innovator, Confident Leader",HORECA,hyderabadibistro8549@business.com
Spice House,Food Court Stall,2995,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Persuasive Networker, Adaptive Problem Solver",HORECA,spicehouse5169@business.com
Biryani Street,Food Court Stall,1718,"SG Highway, Ahmedabad, Gujarat 380015",16536796,"Opportunity Hunter, Resilient Builder",HORECA,biryanistreet953@business.com
Madras Kitchen,Food Court Stall,413,"MG Road, Kochi, Kerala 682016",1182108,"Execution Specialist, Resilient Builder",HORECA,madraskitchen4657@business.com
Kolkata Adda,Restaurant Space,600,"Park Street, Kolkata, West Bengal 700016",0,Opportunity Hunter,HORECA,kolkataadda9012@business.com
Punjab Adda,Food Court Stall,1035,"MG Road, Kochi, Kerala 682016",3699267,"Confident Leader, Persuasive Networker",HORECA,punjabadda8197@business.com
Heritage Adda,Restaurant Space,2029,"SG Highway, Ahmedabad, Gujarat 380015",14618672,Opportunity Hunter,HORECA,heritageadda5485@business.com
Punjab Street,Food Court Stall,2146,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",2597006,Resilient Builder,HORECA,punjabstreet9099@business.com
Hungry Street,Standalone Building,3480,"SG Highway, Ahmedabad, Gujarat 380015",0,"Adaptive Problem Solver, Confident Leader",HORECA,hungrystreet6065@business.com
Bombay Bistro,Retail Space,3635,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",743148,"Execution Specialist, Resilient Builder",HORECA,bombaybistro8989@business.com
Imperial Bistro,Food Court Stall,315,"Park Street, Kolkata, West Bengal 700016",18722051,"Strategic Planner, Adaptive Problem Solver, Visionary Innovator",HORECA,imperialbistro1002@business.com
Imperial Kitchen,Mall Kiosk,3227,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",19072454,Opportunity Hunter,HORECA,imperialkitchen66@business.com
Chai Bistro,Food Court Stall,1489,"MI Road, Jaipur, Rajasthan 302001",2295841,"Confident Leader, Persuasive Networker",HORECA,chaibistro5989@business.com
Spice Cafe,Mall Kiosk,1878,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",12139130,"Confident Leader, Execution Specialist",HORECA,spicecafe7218@business.com
Elite House,Food Court Stall,953,"SG Highway, Ahmedabad, Gujarat 380015",11042113,"Resilient Builder, Visionary Innovator",HORECA,elitehouse2876@business.com
Biryani Corner,Commercial Shop,3961,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",19240256,"Adaptive Problem Solver, Visionary Innovator",HORECA,biryanicorner762@business.com
Golden Bistro,Commercial Shop,675,"Sector 17 Plaza, Chandigarh 160017",0,"Execution Specialist, Opportunity Hunter, Resilient Builder",HORECA,goldenbistro9218@business.com
Velvet House,Mall Kiosk,779,"MI Road, Jaipur, Rajasthan 302001",0,"Execution Specialist, Visionary Innovator, Persuasive Networker",HORECA,velvethouse4082@business.com
Tandoor Street,Standalone Building,316,"MI Road, Jaipur, Rajasthan 302001",684986,"Persuasive Networker, Adaptive Problem Solver, Visionary Innovator",HORECA,tandoorstreet5300@business.com
Hyderabadi Cafe,Mall Kiosk,1895,"SG Highway, Ahmedabad, Gujarat 380015",15818851,"Persuasive Networker, Execution Specialist, Opportunity Hunter",HORECA,hyderabadicafe5372@business.com
Biryani Street,Restaurant Space,1523,"Connaught Place, New Delhi, Delhi 110001",0,"Strategic Planner, Adaptive Problem Solver",HORECA,biryanistreet8748@business.com
Velvet Dhaba,Restaurant Space,974,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Opportunity Hunter, Resilient Builder, Visionary Innovator",HORECA,velvetdhaba953@business.com
Madras Dhaba,Standalone Building,3869,"MG Road, Kochi, Kerala 682016",0,"Visionary Innovator, Resilient Builder, Persuasive Networker",HORECA,madrasdhaba1342@business.com
Imperial House,Commercial Shop,2148,"SG Highway, Ahmedabad, Gujarat 380015",0,"Execution Specialist, Confident Leader, Resilient Builder",HORECA,imperialhouse8837@business.com
Bombay Street,Commercial Shop,493,"Janpath Road, Bhubaneswar, Odisha 751001",0,Execution Specialist,HORECA,bombaystreet3877@business.com
Masala Street,Restaurant Space,1693,"FC Road, Shivajinagar, Pune, Maharashtra 411005",14771620,"Resilient Builder, Opportunity Hunter",HORECA,masalastreet5163@business.com
Velvet Kitchen,Commercial Shop,2158,"Connaught Place, New Delhi, Delhi 110001",18947882,"Resilient Builder, Adaptive Problem Solver, Execution Specialist",HORECA,velvetkitchen2686@business.com
Spice Street,Mall Kiosk,599,"MG Road, Kochi, Kerala 682016",1526140,"Resilient Builder, Execution Specialist",HORECA,spicestreet9907@business.com
Delhi House,Standalone Building,2257,"Connaught Place, New Delhi, Delhi 110001",2622338,Visionary Innovator,HORECA,delhihouse3139@business.com
Delhi Adda,Commercial Shop,1087,"Park Street, Kolkata, West Bengal 700016",0,Opportunity Hunter,HORECA,delhiadda1468@business.com
Hungry Dhaba,Mall Kiosk,3514,"MG Road, Kochi, Kerala 682016",18461717,"Visionary Innovator, Execution Specialist, Strategic Planner",HORECA,hungrydhaba467@business.com
Kolkata Bistro,Mall Kiosk,1034,"Park Street, Kolkata, West Bengal 700016",14045661,Strategic Planner,HORECA,kolkatabistro37@business.com
Bombay Bistro,Retail Space,355,"Park Street, Kolkata, West Bengal 700016",5152489,Persuasive Networker,HORECA,bombaybistro4851@business.com
Hyderabadi Bistro,Retail Space,2943,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",2718495,"Visionary Innovator, Resilient Builder, Strategic Planner",HORECA,hyderabadibistro8844@business.com
Imperial Dhaba,Mall Kiosk,2148,"MG Road, Kochi, Kerala 682016",0,"Execution Specialist, Adaptive Problem Solver, Strategic Planner",HORECA,imperialdhaba2052@business.com
Tandoor Corner,Food Court Stall,3516,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Strategic Planner, Execution Specialist, Opportunity Hunter",HORECA,tandoorcorner8921@business.com
Elite House,Food Court Stall,919,"Park Street, Kolkata, West Bengal 700016",17613843,"Confident Leader, Execution Specialist, Adaptive Problem Solver",HORECA,elitehouse5502@business.com
Urban Cafe,Food Court Stall,2754,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",2540741,"Execution Specialist, Opportunity Hunter, Adaptive Problem Solver",HORECA,urbancafe3212@business.com
Madras House,Commercial Shop,1184,"SG Highway, Ahmedabad, Gujarat 380015",0,"Opportunity Hunter, Visionary Innovator, Execution Specialist",HORECA,madrashouse4973@business.com
Golden Dhaba,Food Court Stall,3030,"Janpath Road, Bhubaneswar, Odisha 751001",12313209,"Resilient Builder, Confident Leader, Persuasive Networker",HORECA,goldendhaba8647@business.com
Golden Street,Commercial Shop,3456,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",12868007,"Persuasive Networker, Execution Specialist",HORECA,goldenstreet5247@business.com
Kolkata Street,Standalone Building,3502,"Park Street, Kolkata, West Bengal 700016",0,"Confident Leader, Resilient Builder, Opportunity Hunter",HORECA,kolkatastreet2619@business.com
Bombay House,Retail Space,1190,"Janpath Road, Bhubaneswar, Odisha 751001",3863784,"Confident Leader, Strategic Planner",HORECA,bombayhouse187@business.com
Kolkata Street,Restaurant Space,2772,"FC Road, Shivajinagar, Pune, Maharashtra 411005",4821811,Strategic Planner,HORECA,kolkatastreet7842@business.com
Royal Adda,Food Court Stall,2180,"Ring Road, Surat, Gujarat 395002",3746130,"Resilient Builder, Persuasive Networker",HORECA,royaladda9800@business.com
Biryani Corner,Retail Space,3902,"Janpath Road, Bhubaneswar, Odisha 751001",8050384,"Adaptive Problem Solver, Execution Specialist",HORECA,biryanicorner5288@business.com
Royal Bistro,Commercial Shop,1083,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Opportunity Hunter, Visionary Innovator",HORECA,royalbistro9164@business.com
Chai Kitchen,Restaurant Space,3882,"Janpath Road, Bhubaneswar, Odisha 751001",5093251,"Adaptive Problem Solver, Resilient Builder",HORECA,chaikitchen2644@business.com
Imperial Corner,Food Court Stall,3499,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,Visionary Innovator,HORECA,imperialcorner5813@business.com
Golden Dhaba,Commercial Shop,602,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",16726836,Adaptive Problem Solver,HORECA,goldendhaba9439@business.com
Masala House,Commercial Shop,3996,"Park Street, Kolkata, West Bengal 700016",0,"Strategic Planner, Opportunity Hunter",HORECA,masalahouse1928@business.com
Tandoor Cafe,Commercial Shop,2270,"Brigade Road, Bengaluru, Karnataka 560001",2411292,"Persuasive Networker, Resilient Builder, Opportunity Hunter",HORECA,tandoorcafe2401@business.com
Desi Corner,Standalone Building,2752,"MG Road, Kochi, Kerala 682016",13449213,Opportunity Hunter,HORECA,desicorner9126@business.com
Velvet Street,Commercial Shop,3784,"Ring Road, Surat, Gujarat 395002",0,"Visionary Innovator, Adaptive Problem Solver, Execution Specialist",HORECA,velvetstreet2887@business.com
Spice Kitchen,Restaurant Space,1089,"Ring Road, Surat, Gujarat 395002",572775,Resilient Builder,HORECA,spicekitchen4470@business.com
Tandoor Cafe,Retail Space,3766,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",7541149,"Visionary Innovator, Execution Specialist",HORECA,tandoorcafe4161@business.com
Bombay Bistro,Food Court Stall,1627,"MG Road, Kochi, Kerala 682016",0,"Persuasive Networker, Opportunity Hunter",HORECA,bombaybistro9133@business.com
Golden Cafe,Restaurant Space,3876,"Janpath Road, Bhubaneswar, Odisha 751001",3919980,"Opportunity Hunter, Persuasive Networker, Visionary Innovator",HORECA,goldencafe3714@business.com
Bombay Cafe,Food Court Stall,1955,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,Persuasive Networker,HORECA,bombaycafe3723@business.com
Elite Cafe,Retail Space,3978,"Connaught Place, New Delhi, Delhi 110001",2630173,"Confident Leader, Strategic Planner, Adaptive Problem Solver",HORECA,elitecafe551@business.com
Chai Kitchen,Restaurant Space,1222,"Brigade Road, Bengaluru, Karnataka 560001",4366516,Adaptive Problem Solver,HORECA,chaikitchen3272@business.com
Heritage Street,Food Court Stall,642,"Connaught Place, New Delhi, Delhi 110001",10387808,"Confident Leader, Visionary Innovator, Resilient Builder",HORECA,heritagestreet7935@business.com
Biryani Street,Commercial Shop,1466,"SG Highway, Ahmedabad, Gujarat 380015",0,"Adaptive Problem Solver, Strategic Planner",HORECA,biryanistreet6892@business.com
Hungry House,Commercial Shop,366,"Ring Road, Surat, Gujarat 395002",2473099,"Strategic Planner, Opportunity Hunter",HORECA,hungryhouse2254@business.com
Hungry Corner,Food Court Stall,1431,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",531744,"Adaptive Problem Solver, Persuasive Networker, Execution Specialist",HORECA,hungrycorner1191@business.com
Madras Adda,Food Court Stall,2141,"FC Road, Shivajinagar, Pune, Maharashtra 411005",6038638,"Persuasive Networker, Execution Specialist, Confident Leader",HORECA,madrasadda4107@business.com
Urban House,Retail Space,2301,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Visionary Innovator, Confident Leader, Persuasive Networker",HORECA,urbanhouse596@business.com
Punjab House,Food Court Stall,2501,"MI Road, Jaipur, Rajasthan 302001",2001521,"Persuasive Networker, Strategic Planner",HORECA,punjabhouse5241@business.com
Heritage Corner,Standalone Building,2101,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Visionary Innovator, Persuasive Networker, Strategic Planner",HORECA,heritagecorner2538@business.com
Tandoor Kitchen,Retail Space,3426,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Persuasive Networker, Visionary Innovator",HORECA,tandoorkitchen5179@business.com
Urban Corner,Standalone Building,1906,"SG Highway, Ahmedabad, Gujarat 380015",7247947,"Execution Specialist, Confident Leader, Strategic Planner",HORECA,urbancorner6539@business.com
Kolkata Corner,Retail Space,2980,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",2424735,Adaptive Problem Solver,HORECA,kolkatacorner8153@business.com
Velvet House,Restaurant Space,2085,"Park Street, Kolkata, West Bengal 700016",16427035,Resilient Builder,HORECA,velvethouse2686@business.com
Golden Cafe,Food Court Stall,3607,"Connaught Place, New Delhi, Delhi 110001",1910507,"Strategic Planner, Visionary Innovator",HORECA,goldencafe7395@business.com
Spice House,Mall Kiosk,1557,"Connaught Place, New Delhi, Delhi 110001",1718999,"Resilient Builder, Confident Leader, Visionary Innovator",HORECA,spicehouse7659@business.com
Madras Cafe,Retail Space,3540,"Park Street, Kolkata, West Bengal 700016",3944570,"Strategic Planner, Visionary Innovator",HORECA,madrascafe1493@business.com
Masala Dhaba,Food Court Stall,1419,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",10670334,"Persuasive Networker, Execution Specialist",HORECA,masaladhaba9195@business.com
Punjab Corner,Mall Kiosk,1606,"Janpath Road, Bhubaneswar, Odisha 751001",0,Strategic Planner,HORECA,punjabcorner1699@business.com
Heritage Bistro,Restaurant Space,349,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Strategic Planner, Execution Specialist",HORECA,heritagebistro419@business.com
Royal Street,Food Court Stall,2191,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,Confident Leader,HORECA,royalstreet4356@business.com
Bombay Bistro,Retail Space,1061,"Brigade Road, Bengaluru, Karnataka 560001",2735041,"Confident Leader, Opportunity Hunter, Strategic Planner",HORECA,bombaybistro6722@business.com
Punjab Street,Standalone Building,3953,"Brigade Road, Bengaluru, Karnataka 560001",3229688,Resilient Builder,HORECA,punjabstreet4168@business.com
Tandoor Cafe,Standalone Building,1658,"Ring Road, Surat, Gujarat 395002",1529922,Persuasive Networker,HORECA,tandoorcafe241@business.com
Urban Bistro,Retail Space,2520,"Park Street, Kolkata, West Bengal 700016",7356167,"Opportunity Hunter, Strategic Planner",HORECA,urbanbistro906@business.com
Royal Adda,Food Court Stall,394,"Janpath Road, Bhubaneswar, Odisha 751001",702012,"Persuasive Networker, Adaptive Problem Solver",HORECA,royaladda7276@business.com
Bombay Street,Retail Space,1240,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",9088349,"Execution Specialist, Strategic Planner",HORECA,bombaystreet225@business.com
Hungry Cafe,Restaurant Space,3553,"Janpath Road, Bhubaneswar, Odisha 751001",0,Confident Leader,HORECA,hungrycafe1263@business.com
Royal Cafe,Standalone Building,2220,"MI Road, Jaipur, Rajasthan 302001",0,"Strategic Planner, Execution Specialist",HORECA,royalcafe3844@business.com
Madras Corner,Restaurant Space,1781,"MG Road, Kochi, Kerala 682016",7963338,Execution Specialist,HORECA,madrascorner2190@business.com
Bombay Corner,Mall Kiosk,2914,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,"Confident Leader, Execution Specialist",HORECA,bombaycorner6051@business.com
Heritage House,Commercial Shop,1531,"MI Road, Jaipur, Rajasthan 302001",17898710,"Adaptive Problem Solver, Persuasive Networker",HORECA,heritagehouse6980@business.com
Heritage Adda,Food Court Stall,499,"Janpath Road, Bhubaneswar, Odisha 751001",1866232,"Execution Specialist, Resilient Builder",HORECA,heritageadda3622@business.com
Tandoor Corner,Standalone Building,3259,"Sector 17 Plaza, Chandigarh 160017",3113942,"Confident Leader, Visionary Innovator, Opportunity Hunter",HORECA,tandoorcorner5780@business.com
Urban House,Food Court Stall,1785,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",14581855,"Strategic Planner, Visionary Innovator",HORECA,urbanhouse3932@business.com
Heritage Street,Mall Kiosk,1088,"Connaught Place, New Delhi, Delhi 110001",19936861,"Strategic Planner, Opportunity Hunter",HORECA,heritagestreet826@business.com
Urban Corner,Restaurant Space,1129,"SG Highway, Ahmedabad, Gujarat 380015",0,"Persuasive Networker, Resilient Builder, Visionary Innovator",HORECA,urbancorner7134@business.com
Urban Kitchen,Food Court Stall,876,"Sector 17 Plaza, Chandigarh 160017",1761425,Strategic Planner,HORECA,urbankitchen1039@business.com
Imperial Adda,Retail Space,1090,"Sector 17 Plaza, Chandigarh 160017",6304028,"Persuasive Networker, Confident Leader, Opportunity Hunter",HORECA,imperialadda4381@business.com
Punjab Kitchen,Commercial Shop,1993,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",5332304,Persuasive Networker,HORECA,punjabkitchen1345@business.com
Bombay Adda,Retail Space,3775,"Sector 17 Plaza, Chandigarh 160017",4790346,"Execution Specialist, Visionary Innovator, Persuasive Networker",HORECA,bombayadda4700@business.com
Tandoor Street,Mall Kiosk,3713,"Park Street, Kolkata, West Bengal 700016",0,"Confident Leader, Opportunity Hunter, Execution Specialist",HORECA,tandoorstreet4884@business.com
Kolkata Adda,Mall Kiosk,3112,"MI Road, Jaipur, Rajasthan 302001",8630719,Confident Leader,HORECA,kolkataadda9698@business.com
Hungry Cafe,Standalone Building,3983,"Park Street, Kolkata, West Bengal 700016",9951918,"Execution Specialist, Strategic Planner, Resilient Builder",HORECA,hungrycafe3710@business.com
Desi Dhaba,Mall Kiosk,3170,"SG Highway, Ahmedabad, Gujarat 380015",2335973,"Adaptive Problem Solver, Visionary Innovator, Strategic Planner",HORECA,desidhaba1762@business.com
Urban Dhaba,Food Court Stall,2929,"Connaught Place, New Delhi, Delhi 110001",0,"Confident Leader, Opportunity Hunter",HORECA,urbandhaba741@business.com
Bombay Adda,Restaurant Space,331,"Ring Road, Surat, Gujarat 395002",0,Persuasive Networker,HORECA,bombayadda6741@business.com
Imperial Adda,Food Court Stall,495,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Execution Specialist, Adaptive Problem Solver, Confident Leader",HORECA,imperialadda3148@business.com
Delhi Dhaba,Retail Space,626,"Janpath Road, Bhubaneswar, Odisha 751001",16245461,"Visionary Innovator, Execution Specialist, Adaptive Problem Solver",HORECA,delhidhaba5001@business.com
Velvet Adda,Commercial Shop,1957,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Adaptive Problem Solver, Resilient Builder",HORECA,velvetadda3760@business.com
Masala House,Retail Space,2682,"MG Road, Kochi, Kerala 682016",17391022,"Persuasive Networker, Resilient Builder, Confident Leader",HORECA,masalahouse8466@business.com
